id,cocktail_id,drink_id,quantity
3296,1084,0,30 ml
3297,1084,2,15 ml
3298,1084,15,15 ml
3299,1085,0,30 ml
3300,1085,1,90 ml
3301,1086,0,45 ml
3302,1086,2,15 ml
3303,1086,3,Full up (90ml)
3304,1087,0,30 ml
3305,1087,4,15 ml
3306,1087,5,15 ml
3307,1087,6,1 tsp.
3308,1088,0,45 ml
3309,1088,7,20 ml
3310,1088,8,Full up (90ml)
3311,1089,0,60 ml
3312,1089,9,1 dash
3313,1090,0,45 ml
3314,1090,5,15 ml
3315,1090,10,1 tsp.
3316,1090,11,1 個
3317,1090,12,2 tsp.
3318,1091,0,45 ml
3319,1091,13,15 ml
3320,1092,0,50 ml
3321,1092,13,10 ml
3322,1093,0,30 ml
3323,1093,14,15 ml
3324,1093,5,15 ml
3325,1094,0,30 ml
3326,1094,2,15 ml
3327,1094,15,15 ml
3328,1095,0,30 ml
3329,1095,1,90 ml
3330,1096,0,45 ml
3331,1096,2,15 ml
3332,1096,3,Full up (90ml)
3333,1097,0,30 ml
3334,1097,4,15 ml
3335,1097,5,15 ml
3336,1097,6,1 tsp.
3337,1098,0,45 ml
3338,1098,7,20 ml
3339,1098,8,Full up (90ml)
3340,1099,0,60 ml
3341,1099,9,1 dash
3342,1100,0,45 ml
3343,1100,5,15 ml
3344,1100,10,1 tsp.
3345,1100,11,1 個
3346,1100,12,2 tsp.
3347,1101,0,45 ml
3348,1101,13,15 ml
3349,1102,0,50 ml
3350,1102,13,10 ml
3351,1103,0,30 ml
3352,1103,14,15 ml
3353,1103,5,15 ml
3354,1104,0,30 ml
3355,1104,2,15 ml
3356,1104,15,15 ml
3357,1105,0,30 ml
3358,1105,1,90 ml
3359,1106,0,45 ml
3360,1106,2,15 ml
3361,1106,3,Full up (90ml)
3362,1107,0,30 ml
3363,1107,4,15 ml
3364,1107,5,15 ml
3365,1107,6,1 tsp.
3366,1108,0,45 ml
3367,1108,7,20 ml
3368,1108,8,Full up (90ml)
3369,1109,0,60 ml
3370,1109,9,1 dash
3371,1110,0,45 ml
3372,1110,5,15 ml
3373,1110,10,1 tsp.
3374,1110,11,1 個
3375,1110,12,2 tsp.
3376,1111,0,45 ml
3377,1111,13,15 ml
3378,1112,0,50 ml
3379,1112,13,10 ml
3380,1113,0,30 ml
3381,1113,14,15 ml
3382,1113,5,15 ml
3383,1114,0,30 ml
3384,1114,2,15 ml
3385,1114,15,15 ml
3386,1115,0,30 ml
3387,1115,1,90 ml
3388,1116,0,45 ml
3389,1116,2,15 ml
3390,1116,3,Full up (90ml)
3391,1117,0,30 ml
3392,1117,4,15 ml
3393,1117,5,15 ml
3394,1117,6,1 tsp.
3395,1118,0,45 ml
3396,1118,7,20 ml
3397,1118,8,Full up (90ml)
3398,1119,0,60 ml
3399,1119,9,1 dash
3400,1120,0,45 ml
3401,1120,5,15 ml
3402,1120,10,1 tsp.
3403,1120,11,1 個
3404,1120,12,2 tsp.
3405,1121,0,45 ml
3406,1121,13,15 ml
3407,1122,0,50 ml
3408,1122,13,10 ml
3409,1123,0,30 ml
3410,1123,14,15 ml
3411,1123,5,15 ml
3412,1124,0,30 ml
3413,1124,2,15 ml
3414,1124,15,15 ml
3415,1125,0,30 ml
3416,1125,1,90 ml
3417,1126,0,45 ml
3418,1126,2,15 ml
3419,1126,3,Full up (90ml)
3420,1127,0,30 ml
3421,1127,4,15 ml
3422,1127,5,15 ml
3423,1127,6,1 tsp.
3424,1128,0,45 ml
3425,1128,7,20 ml
3426,1128,8,Full up (90ml)
3427,1129,0,60 ml
3428,1129,9,1 dash
3429,1130,0,45 ml
3430,1130,5,15 ml
3431,1130,10,1 tsp.
3432,1130,11,1 個
3433,1130,12,2 tsp.
3434,1131,0,45 ml
3435,1131,13,15 ml
3436,1132,0,50 ml
3437,1132,13,10 ml
3438,1133,0,30 ml
3439,1133,14,15 ml
3440,1133,5,15 ml
3441,1134,0,30 ml
3442,1134,2,15 ml
3443,1134,15,15 ml
3444,1135,0,30 ml
3445,1135,1,90 ml
3446,1136,0,45 ml
3447,1136,2,15 ml
3448,1136,3,Full up (90ml)
3449,1137,0,30 ml
3450,1137,4,15 ml
3451,1137,5,15 ml
3452,1137,6,1 tsp.
3453,1138,0,45 ml
3454,1138,7,20 ml
3455,1138,8,Full up (90ml)
3456,1139,0,60 ml
3457,1139,9,1 dash
3458,1140,0,45 ml
3459,1140,5,15 ml
3460,1140,10,1 tsp.
3461,1140,11,1 個
3462,1140,12,2 tsp.
3463,1141,0,45 ml
3464,1141,13,15 ml
3465,1142,0,50 ml
3466,1142,13,10 ml
3467,1143,0,30 ml
3468,1143,14,15 ml
3469,1143,5,15 ml
3470,1144,0,30 ml
3471,1144,2,15 ml
3472,1144,15,15 ml
3473,1145,0,30 ml
3474,1145,1,90 ml
3475,1146,0,45 ml
3476,1146,2,15 ml
3477,1146,3,Full up (90ml)
3478,1147,0,30 ml
3479,1147,4,15 ml
3480,1147,5,15 ml
3481,1147,6,1 tsp.
3482,1148,0,45 ml
3483,1148,7,20 ml
3484,1148,8,Full up (90ml)
3485,1149,0,60 ml
3486,1149,9,1 dash
3487,1150,0,45 ml
3488,1150,5,15 ml
3489,1150,10,1 tsp.
3490,1150,11,1 個
3491,1150,12,2 tsp.
3492,1151,0,45 ml
3493,1151,13,15 ml
3494,1152,0,50 ml
3495,1152,13,10 ml
3496,1153,0,30 ml
3497,1153,14,15 ml
3498,1153,5,15 ml
3499,1154,0,30 ml
3500,1154,2,15 ml
3501,1154,15,15 ml
3502,1155,0,30 ml
3503,1155,1,90 ml
3504,1156,0,45 ml
3505,1156,2,15 ml
3506,1156,3,Full up (90ml)
3507,1157,0,30 ml
3508,1157,4,15 ml
3509,1157,5,15 ml
3510,1157,6,1 tsp.
3511,1158,0,45 ml
3512,1158,7,20 ml
3513,1158,8,Full up (90ml)
3514,1159,0,60 ml
3515,1159,9,1 dash
3516,1160,0,45 ml
3517,1160,5,15 ml
3518,1160,10,1 tsp.
3519,1160,11,1 個
3520,1160,12,2 tsp.
3521,1161,0,45 ml
3522,1161,13,15 ml
3523,1162,0,50 ml
3524,1162,13,10 ml
3525,1163,0,30 ml
3526,1163,14,15 ml
3527,1163,5,15 ml
3528,1164,0,30 ml
3529,1164,2,15 ml
3530,1164,15,15 ml
3531,1165,0,30 ml
3532,1165,1,90 ml
3533,1166,0,45 ml
3534,1166,2,15 ml
3535,1166,3,Full up (90ml)
3536,1167,0,30 ml
3537,1167,4,15 ml
3538,1167,5,15 ml
3539,1167,6,1 tsp.
3540,1168,0,45 ml
3541,1168,7,20 ml
3542,1168,8,Full up (90ml)
3543,1169,0,60 ml
3544,1169,9,1 dash
3545,1170,0,45 ml
3546,1170,5,15 ml
3547,1170,10,1 tsp.
3548,1170,11,1 個
3549,1170,12,2 tsp.
3550,1171,0,45 ml
3551,1171,13,15 ml
3552,1172,0,50 ml
3553,1172,13,10 ml
3554,1173,0,30 ml
3555,1173,14,15 ml
3556,1173,5,15 ml
3557,1174,0,30 ml
3558,1174,2,15 ml
3559,1174,15,15 ml
3560,1175,0,30 ml
3561,1175,1,90 ml
3562,1176,0,45 ml
3563,1176,2,15 ml
3564,1176,3,Full up (90ml)
3565,1177,0,30 ml
3566,1177,4,15 ml
3567,1177,5,15 ml
3568,1177,6,1 tsp.
3569,1178,0,45 ml
3570,1178,7,20 ml
3571,1178,8,Full up (90ml)
3572,1179,0,60 ml
3573,1179,9,1 dash
3574,1180,0,45 ml
3575,1180,5,15 ml
3576,1180,10,1 tsp.
3577,1180,11,1 個
3578,1180,12,2 tsp.
3579,1181,0,45 ml
3580,1181,13,15 ml
3581,1182,0,50 ml
3582,1182,13,10 ml
3583,1183,0,30 ml
3584,1183,14,15 ml
3585,1183,5,15 ml
3586,1184,0,30 ml
3587,1184,2,15 ml
3588,1184,15,15 ml
3589,1185,0,30 ml
3590,1185,1,90 ml
3591,1186,0,45 ml
3592,1186,2,15 ml
3593,1186,3,Full up (90ml)
3594,1187,0,30 ml
3595,1187,4,15 ml
3596,1187,5,15 ml
3597,1187,6,1 tsp.
3598,1188,0,45 ml
3599,1188,7,20 ml
3600,1188,8,Full up (90ml)
3601,1189,0,60 ml
3602,1189,9,1 dash
3603,1190,0,45 ml
3604,1190,5,15 ml
3605,1190,10,1 tsp.
3606,1190,11,1 個
3607,1190,12,2 tsp.
3608,1191,0,45 ml
3609,1191,13,15 ml
3610,1192,0,50 ml
3611,1192,13,10 ml
3612,1193,0,30 ml
3613,1193,14,15 ml
3614,1193,5,15 ml
3615,1194,0,30 ml
3616,1194,2,15 ml
3617,1194,15,15 ml
3618,1195,0,30 ml
3619,1195,1,90 ml
3620,1196,0,45 ml
3621,1196,2,15 ml
3622,1196,3,Full up (90ml)
3623,1197,0,30 ml
3624,1197,4,15 ml
3625,1197,5,15 ml
3626,1197,6,1 tsp.
3627,1198,0,45 ml
3628,1198,7,20 ml
3629,1198,8,Full up (90ml)
3630,1199,0,60 ml
3631,1199,9,1 dash
3632,1200,0,45 ml
3633,1200,5,15 ml
3634,1200,10,1 tsp.
3635,1200,11,1 個
3636,1200,12,2 tsp.
3637,1201,0,45 ml
3638,1201,13,15 ml
3639,1202,0,50 ml
3640,1202,13,10 ml
3641,1203,0,30 ml
3642,1203,14,15 ml
3643,1203,5,15 ml
3644,1204,0,30 ml
3645,1204,2,15 ml
3646,1204,15,15 ml
3647,1205,0,30 ml
3648,1205,1,90 ml
3649,1206,0,45 ml
3650,1206,2,15 ml
3651,1206,3,Full up (90ml)
3652,1207,0,30 ml
3653,1207,4,15 ml
3654,1207,5,15 ml
3655,1207,6,1 tsp.
3656,1208,0,45 ml
3657,1208,7,20 ml
3658,1208,8,Full up (90ml)
3659,1209,0,60 ml
3660,1209,9,1 dash
3661,1210,0,45 ml
3662,1210,5,15 ml
3663,1210,10,1 tsp.
3664,1210,11,1 個
3665,1210,12,2 tsp.
3666,1211,0,45 ml
3667,1211,13,15 ml
3668,1212,0,50 ml
3669,1212,13,10 ml
3670,1213,0,30 ml
3671,1213,14,15 ml
3672,1213,5,15 ml
3673,1214,0,30 ml
3674,1214,2,15 ml
3675,1214,15,15 ml
3676,1215,0,30 ml
3677,1215,1,90 ml
3678,1216,0,45 ml
3679,1216,2,15 ml
3680,1216,3,Full up (90ml)
3681,1217,0,30 ml
3682,1217,4,15 ml
3683,1217,5,15 ml
3684,1217,6,1 tsp.
3685,1218,0,45 ml
3686,1218,7,20 ml
3687,1218,8,Full up (90ml)
3688,1219,0,60 ml
3689,1219,9,1 dash
3690,1220,0,45 ml
3691,1220,5,15 ml
3692,1220,10,1 tsp.
3693,1220,11,1 個
3694,1220,12,2 tsp.
3695,1221,0,45 ml
3696,1221,13,15 ml
3697,1222,0,50 ml
3698,1222,13,10 ml
3699,1223,0,30 ml
3700,1223,14,15 ml
3701,1223,5,15 ml
3702,1224,0,30 ml
3703,1224,2,15 ml
3704,1224,15,15 ml
3705,1225,0,30 ml
3706,1225,1,90 ml
3707,1226,0,45 ml
3708,1226,2,15 ml
3709,1226,3,Full up (90ml)
3710,1227,0,30 ml
3711,1227,4,15 ml
3712,1227,5,15 ml
3713,1227,6,1 tsp.
3714,1228,0,45 ml
3715,1228,7,20 ml
3716,1228,8,Full up (90ml)
3717,1229,0,60 ml
3718,1229,9,1 dash
3719,1230,0,45 ml
3720,1230,5,15 ml
3721,1230,10,1 tsp.
3722,1230,11,1 個
3723,1230,12,2 tsp.
3724,1231,0,45 ml
3725,1231,13,15 ml
3726,1232,0,50 ml
3727,1232,13,10 ml
3728,1233,0,30 ml
3729,1233,14,15 ml
3730,1233,5,15 ml
3731,1234,0,30 ml
3732,1234,2,15 ml
3733,1234,15,15 ml
3734,1235,0,30 ml
3735,1235,1,90 ml
3736,1236,0,45 ml
3737,1236,2,15 ml
3738,1236,3,Full up (90ml)
3739,1237,0,30 ml
3740,1237,4,15 ml
3741,1237,5,15 ml
3742,1237,6,1 tsp.
3743,1238,0,45 ml
3744,1238,7,20 ml
3745,1238,8,Full up (90ml)
3746,1239,0,60 ml
3747,1239,9,1 dash
3748,1240,0,45 ml
3749,1240,5,15 ml
3750,1240,10,1 tsp.
3751,1240,11,1 個
3752,1240,12,2 tsp.
3753,1241,0,45 ml
3754,1241,13,15 ml
3755,1242,0,50 ml
3756,1242,13,10 ml
3757,1243,0,30 ml
3758,1243,14,15 ml
3759,1243,5,15 ml
3760,1244,0,30 ml
3761,1244,2,15 ml
3762,1244,15,15 ml
3763,1245,0,30 ml
3764,1245,1,90 ml
3765,1246,0,45 ml
3766,1246,2,15 ml
3767,1246,3,Full up (90ml)
3768,1247,0,30 ml
3769,1247,4,15 ml
3770,1247,5,15 ml
3771,1247,6,1 tsp.
3772,1248,0,45 ml
3773,1248,7,20 ml
3774,1248,8,Full up (90ml)
3775,1249,0,60 ml
3776,1249,9,1 dash
3777,1250,0,45 ml
3778,1250,5,15 ml
3779,1250,10,1 tsp.
3780,1250,11,1 個
3781,1250,12,2 tsp.
3782,1251,0,45 ml
3783,1251,13,15 ml
3784,1252,0,50 ml
3785,1252,13,10 ml
3786,1253,0,30 ml
3787,1253,14,15 ml
3788,1253,5,15 ml
3789,1254,0,30 ml
3790,1254,2,15 ml
3791,1254,15,15 ml
3792,1255,0,30 ml
3793,1255,1,90 ml
3794,1256,0,45 ml
3795,1256,2,15 ml
3796,1256,3,Full up (90ml)
3797,1257,0,30 ml
3798,1257,4,15 ml
3799,1257,5,15 ml
3800,1257,6,1 tsp.
3801,1258,0,45 ml
3802,1258,7,20 ml
3803,1258,8,Full up (90ml)
3804,1259,0,60 ml
3805,1259,9,1 dash
3806,1260,0,45 ml
3807,1260,5,15 ml
3808,1260,10,1 tsp.
3809,1260,11,1 個
3810,1260,12,2 tsp.
3811,1261,0,45 ml
3812,1261,13,15 ml
3813,1262,0,50 ml
3814,1262,13,10 ml
3815,1263,0,30 ml
3816,1263,14,15 ml
3817,1263,5,15 ml
3818,1264,0,30 ml
3819,1264,2,15 ml
3820,1264,15,15 ml
3821,1265,0,30 ml
3822,1265,1,90 ml
3823,1266,0,45 ml
3824,1266,2,15 ml
3825,1266,3,Full up (90ml)
3826,1267,0,30 ml
3827,1267,4,15 ml
3828,1267,5,15 ml
3829,1267,6,1 tsp.
3830,1268,0,45 ml
3831,1268,7,20 ml
3832,1268,8,Full up (90ml)
3833,1269,0,60 ml
3834,1269,9,1 dash
3835,1270,0,45 ml
3836,1270,5,15 ml
3837,1270,10,1 tsp.
3838,1270,11,1 個
3839,1270,12,2 tsp.
3840,1271,0,45 ml
3841,1271,13,15 ml
3842,1272,0,50 ml
3843,1272,13,10 ml
3844,1273,0,30 ml
3845,1273,14,15 ml
3846,1273,5,15 ml
3847,1274,0,30 ml
3848,1274,2,15 ml
3849,1274,15,15 ml
3850,1275,0,30 ml
3851,1275,1,90 ml
3852,1276,0,45 ml
3853,1276,2,15 ml
3854,1276,3,Full up (90ml)
3855,1277,0,30 ml
3856,1277,4,15 ml
3857,1277,5,15 ml
3858,1277,6,1 tsp.
3859,1278,0,45 ml
3860,1278,7,20 ml
3861,1278,8,Full up (90ml)
3862,1279,0,60 ml
3863,1279,9,1 dash
3864,1280,0,45 ml
3865,1280,5,15 ml
3866,1280,10,1 tsp.
3867,1280,11,1 個
3868,1280,12,2 tsp.
3869,1281,0,45 ml
3870,1281,13,15 ml
3871,1282,0,50 ml
3872,1282,13,10 ml
3873,1283,0,30 ml
3874,1283,14,15 ml
3875,1283,5,15 ml
3876,1284,0,30 ml
3877,1284,2,15 ml
3878,1284,15,15 ml
3879,1285,0,30 ml
3880,1285,1,90 ml
3881,1286,0,45 ml
3882,1286,2,15 ml
3883,1286,3,Full up (90ml)
3884,1287,0,30 ml
3885,1287,4,15 ml
3886,1287,5,15 ml
3887,1287,6,1 tsp.
3888,1288,0,45 ml
3889,1288,7,20 ml
3890,1288,8,Full up (90ml)
3891,1289,0,60 ml
3892,1289,9,1 dash
3893,1290,0,45 ml
3894,1290,5,15 ml
3895,1290,10,1 tsp.
3896,1290,11,1 個
3897,1290,12,2 tsp.
3898,1291,0,45 ml
3899,1291,13,15 ml
3900,1292,0,50 ml
3901,1292,13,10 ml
3902,1293,0,30 ml
3903,1293,14,15 ml
3904,1293,5,15 ml
3905,1294,0,30 ml
3906,1294,2,15 ml
3907,1294,15,15 ml
3908,1295,0,30 ml
3909,1295,1,90 ml
3910,1296,0,45 ml
3911,1296,2,15 ml
3912,1296,3,Full up (90ml)
3913,1297,0,30 ml
3914,1297,4,15 ml
3915,1297,5,15 ml
3916,1297,6,1 tsp.
3917,1298,0,45 ml
3918,1298,7,20 ml
3919,1298,8,Full up (90ml)
3920,1299,0,60 ml
3921,1299,9,1 dash
3922,1300,0,45 ml
3923,1300,5,15 ml
3924,1300,10,1 tsp.
3925,1300,11,1 個
3926,1300,12,2 tsp.
3927,1301,0,45 ml
3928,1301,13,15 ml
3929,1302,0,50 ml
3930,1302,13,10 ml
3931,1303,0,30 ml
3932,1303,14,15 ml
3933,1303,5,15 ml
3934,1304,0,30 ml
3935,1304,2,15 ml
3936,1304,15,15 ml
3937,1305,0,30 ml
3938,1305,1,90 ml
3939,1306,0,45 ml
3940,1306,2,15 ml
3941,1306,3,Full up (90ml)
3942,1307,0,30 ml
3943,1307,4,15 ml
3944,1307,5,15 ml
3945,1307,6,1 tsp.
3946,1308,0,45 ml
3947,1308,7,20 ml
3948,1308,8,Full up (90ml)
3949,1309,0,60 ml
3950,1309,9,1 dash
3951,1310,0,45 ml
3952,1310,5,15 ml
3953,1310,10,1 tsp.
3954,1310,11,1 個
3955,1310,12,2 tsp.
3956,1311,0,45 ml
3957,1311,13,15 ml
3958,1312,0,50 ml
3959,1312,13,10 ml
3960,1313,0,30 ml
3961,1313,14,15 ml
3962,1313,5,15 ml
3963,1314,0,30 ml
3964,1314,2,15 ml
3965,1314,15,15 ml
3966,1315,0,30 ml
3967,1315,1,90 ml
3968,1316,0,45 ml
3969,1316,2,15 ml
3970,1316,3,Full up (90ml)
3971,1317,0,30 ml
3972,1317,4,15 ml
3973,1317,5,15 ml
3974,1317,6,1 tsp.
3975,1318,0,45 ml
3976,1318,7,20 ml
3977,1318,8,Full up (90ml)
3978,1319,0,60 ml
3979,1319,9,1 dash
3980,1320,0,45 ml
3981,1320,5,15 ml
3982,1320,10,1 tsp.
3983,1320,11,1 個
3984,1320,12,2 tsp.
3985,1321,0,45 ml
3986,1321,13,15 ml
3987,1322,0,50 ml
3988,1322,13,10 ml
3989,1323,0,30 ml
3990,1323,14,15 ml
3991,1323,5,15 ml
3992,1324,0,30 ml
3993,1324,2,15 ml
3994,1324,15,15 ml
3995,1325,0,30 ml
3996,1325,1,90 ml
3997,1326,0,45 ml
3998,1326,2,15 ml
3999,1326,3,Full up (90ml)
4000,1327,0,30 ml
4001,1327,4,15 ml
4002,1327,5,15 ml
4003,1327,6,1 tsp.
4004,1328,0,45 ml
4005,1328,7,20 ml
4006,1328,8,Full up (90ml)
4007,1329,0,60 ml
4008,1329,9,1 dash
4009,1330,0,45 ml
4010,1330,5,15 ml
4011,1330,10,1 tsp.
4012,1330,11,1 個
4013,1330,12,2 tsp.
4014,1331,0,45 ml
4015,1331,13,15 ml
4016,1332,0,50 ml
4017,1332,13,10 ml
4018,1333,0,30 ml
4019,1333,14,15 ml
4020,1333,5,15 ml
4021,1334,0,30 ml
4022,1334,2,15 ml
4023,1334,15,15 ml
4024,1335,0,30 ml
4025,1335,1,90 ml
4026,1336,0,45 ml
4027,1336,2,15 ml
4028,1336,3,Full up (90ml)
4029,1337,0,30 ml
4030,1337,4,15 ml
4031,1337,5,15 ml
4032,1337,6,1 tsp.
4033,1338,0,45 ml
4034,1338,7,20 ml
4035,1338,8,Full up (90ml)
4036,1339,0,60 ml
4037,1339,9,1 dash
4038,1340,0,45 ml
4039,1340,5,15 ml
4040,1340,10,1 tsp.
4041,1340,11,1 個
4042,1340,12,2 tsp.
4043,1341,0,45 ml
4044,1341,13,15 ml
4045,1342,0,50 ml
4046,1342,13,10 ml
4047,1343,0,30 ml
4048,1343,14,15 ml
4049,1343,5,15 ml
4050,1344,0,30 ml
4051,1344,2,15 ml
4052,1344,15,15 ml
4053,1345,0,30 ml
4054,1345,1,90 ml
4055,1346,0,45 ml
4056,1346,2,15 ml
4057,1346,3,Full up (90ml)
4058,1347,0,30 ml
4059,1347,4,15 ml
4060,1347,5,15 ml
4061,1347,6,1 tsp.
4062,1348,0,45 ml
4063,1348,7,20 ml
4064,1348,8,Full up (90ml)
4065,1349,0,60 ml
4066,1349,9,1 dash
4067,1350,0,45 ml
4068,1350,5,15 ml
4069,1350,10,1 tsp.
4070,1350,11,1 個
4071,1350,12,2 tsp.
4072,1351,0,45 ml
4073,1351,13,15 ml
4074,1352,0,50 ml
4075,1352,13,10 ml
4076,1353,0,30 ml
4077,1353,14,15 ml
4078,1353,5,15 ml
4079,1354,0,30 ml
4080,1354,2,15 ml
4081,1354,15,15 ml
4082,1355,0,30 ml
4083,1355,1,90 ml
4084,1356,0,45 ml
4085,1356,2,15 ml
4086,1356,3,Full up (90ml)
4087,1357,0,30 ml
4088,1357,4,15 ml
4089,1357,5,15 ml
4090,1357,6,1 tsp.
4091,1358,0,45 ml
4092,1358,7,20 ml
4093,1358,8,Full up (90ml)
4094,1359,0,60 ml
4095,1359,9,1 dash
4096,1360,0,45 ml
4097,1360,5,15 ml
4098,1360,10,1 tsp.
4099,1360,11,1 個
4100,1360,12,2 tsp.
4101,1361,0,45 ml
4102,1361,13,15 ml
4103,1362,0,50 ml
4104,1362,13,10 ml
4105,1363,0,30 ml
4106,1363,14,15 ml
4107,1363,5,15 ml
4108,1364,0,30 ml
4109,1364,2,15 ml
4110,1364,15,15 ml
4111,1365,0,30 ml
4112,1365,1,90 ml
4113,1366,0,45 ml
4114,1366,2,15 ml
4115,1366,3,Full up (90ml)
4116,1367,0,30 ml
4117,1367,4,15 ml
4118,1367,5,15 ml
4119,1367,6,1 tsp.
4120,1368,0,45 ml
4121,1368,7,20 ml
4122,1368,8,Full up (90ml)
4123,1369,0,60 ml
4124,1369,9,1 dash
4125,1370,0,45 ml
4126,1370,5,15 ml
4127,1370,10,1 tsp.
4128,1370,11,1 個
4129,1370,12,2 tsp.
4130,1371,0,45 ml
4131,1371,13,15 ml
4132,1372,0,50 ml
4133,1372,13,10 ml
4134,1373,0,30 ml
4135,1373,14,15 ml
4136,1373,5,15 ml
4137,1374,0,30 ml
4138,1374,2,15 ml
4139,1374,15,15 ml
4140,1375,0,30 ml
4141,1375,1,90 ml
4142,1376,0,45 ml
4143,1376,2,15 ml
4144,1376,3,Full up (90ml)
4145,1377,0,30 ml
4146,1377,4,15 ml
4147,1377,5,15 ml
4148,1377,6,1 tsp.
4149,1378,0,45 ml
4150,1378,7,20 ml
4151,1378,8,Full up (90ml)
4152,1379,0,60 ml
4153,1379,9,1 dash
4154,1380,0,45 ml
4155,1380,5,15 ml
4156,1380,10,1 tsp.
4157,1380,11,1 個
4158,1380,12,2 tsp.
4159,1381,0,45 ml
4160,1381,13,15 ml
4161,1382,0,50 ml
4162,1382,13,10 ml
4163,1383,0,30 ml
4164,1383,14,15 ml
4165,1383,5,15 ml
4166,1384,0,30 ml
4167,1384,2,15 ml
4168,1384,15,15 ml
4169,1385,0,30 ml
4170,1385,1,90 ml
4171,1386,0,45 ml
4172,1386,2,15 ml
4173,1386,3,Full up (90ml)
4174,1387,0,30 ml
4175,1387,4,15 ml
4176,1387,5,15 ml
4177,1387,6,1 tsp.
4178,1388,0,45 ml
4179,1388,7,20 ml
4180,1388,8,Full up (90ml)
4181,1389,0,60 ml
4182,1389,9,1 dash
4183,1390,0,45 ml
4184,1390,5,15 ml
4185,1390,10,1 tsp.
4186,1390,11,1 個
4187,1390,12,2 tsp.
4188,1391,0,45 ml
4189,1391,13,15 ml
4190,1392,0,50 ml
4191,1392,13,10 ml
4192,1393,0,30 ml
4193,1393,14,15 ml
4194,1393,5,15 ml
4195,1394,0,30 ml
4196,1394,2,15 ml
4197,1394,15,15 ml
4198,1395,0,30 ml
4199,1395,1,90 ml
4200,1396,0,45 ml
4201,1396,2,15 ml
4202,1396,3,Full up (90ml)
4203,1397,0,30 ml
4204,1397,4,15 ml
4205,1397,5,15 ml
4206,1397,6,1 tsp.
4207,1398,0,45 ml
4208,1398,7,20 ml
4209,1398,8,Full up (90ml)
4210,1399,0,60 ml
4211,1399,9,1 dash
4212,1400,0,45 ml
4213,1400,5,15 ml
4214,1400,10,1 tsp.
4215,1400,11,1 個
4216,1400,12,2 tsp.
4217,1401,0,45 ml
4218,1401,13,15 ml
4219,1402,0,50 ml
4220,1402,13,10 ml
4221,1403,0,30 ml
4222,1403,14,15 ml
4223,1403,5,15 ml
4224,1404,0,30 ml
4225,1404,2,15 ml
4226,1404,15,15 ml
4227,1405,0,30 ml
4228,1405,1,90 ml
4229,1406,0,45 ml
4230,1406,2,15 ml
4231,1406,3,Full up (90ml)
4232,1407,0,30 ml
4233,1407,4,15 ml
4234,1407,5,15 ml
4235,1407,6,1 tsp.
4236,1408,0,45 ml
4237,1408,7,20 ml
4238,1408,8,Full up (90ml)
4239,1409,0,60 ml
4240,1409,9,1 dash
4241,1410,0,45 ml
4242,1410,5,15 ml
4243,1410,10,1 tsp.
4244,1410,11,1 個
4245,1410,12,2 tsp.
4246,1411,0,45 ml
4247,1411,13,15 ml
4248,1412,0,50 ml
4249,1412,13,10 ml
4250,1413,0,30 ml
4251,1413,14,15 ml
4252,1413,5,15 ml
4253,1414,0,30 ml
4254,1414,2,15 ml
4255,1414,15,15 ml
4256,1415,0,30 ml
4257,1415,1,90 ml
4258,1416,0,45 ml
4259,1416,2,15 ml
4260,1416,3,Full up (90ml)
4261,1417,0,30 ml
4262,1417,4,15 ml
4263,1417,5,15 ml
4264,1417,6,1 tsp.
4265,1418,0,45 ml
4266,1418,7,20 ml
4267,1418,8,Full up (90ml)
4268,1419,0,60 ml
4269,1419,9,1 dash
4270,1420,0,45 ml
4271,1420,5,15 ml
4272,1420,10,1 tsp.
4273,1420,11,1 個
4274,1420,12,2 tsp.
4275,1421,0,45 ml
4276,1421,13,15 ml
4277,1422,0,50 ml
4278,1422,13,10 ml
4279,1423,0,30 ml
4280,1423,14,15 ml
4281,1423,5,15 ml
4282,1424,0,30 ml
4283,1424,2,15 ml
4284,1424,15,15 ml
4285,1425,0,30 ml
4286,1425,1,90 ml
4287,1426,0,45 ml
4288,1426,2,15 ml
4289,1426,3,Full up (90ml)
4290,1427,0,30 ml
4291,1427,4,15 ml
4292,1427,5,15 ml
4293,1427,6,1 tsp.
4294,1428,0,45 ml
4295,1428,7,20 ml
4296,1428,8,Full up (90ml)
4297,1429,0,60 ml
4298,1429,9,1 dash
4299,1430,0,45 ml
4300,1430,5,15 ml
4301,1430,10,1 tsp.
4302,1430,11,1 個
4303,1430,12,2 tsp.
4304,1431,0,45 ml
4305,1431,13,15 ml
4306,1432,0,50 ml
4307,1432,13,10 ml
4308,1433,0,30 ml
4309,1433,14,15 ml
4310,1433,5,15 ml
4311,1434,0,30 ml
4312,1434,2,15 ml
4313,1434,15,15 ml
4314,1435,0,30 ml
4315,1435,1,90 ml
4316,1436,0,45 ml
4317,1436,2,15 ml
4318,1436,3,Full up (90ml)
4319,1437,0,30 ml
4320,1437,4,15 ml
4321,1437,5,15 ml
4322,1437,6,1 tsp.
4323,1438,0,45 ml
4324,1438,7,20 ml
4325,1438,8,Full up (90ml)
4326,1439,0,60 ml
4327,1439,9,1 dash
4328,1440,0,45 ml
4329,1440,5,15 ml
4330,1440,10,1 tsp.
4331,1440,11,1 個
4332,1440,12,2 tsp.
4333,1441,0,45 ml
4334,1441,13,15 ml
